Lp.;Oddział;Województwo;Zarządca;Miejscowość;Dane identyfikacyjne;Obecna Kategoria;Kat_docel;x;y;Klasa techniczna drogi;Nr drogi;Pikietaż;Kierunek;Parking Osobowe;Parking Ciężarowe;Parking Autobus;Toalety;Stacja paliw;Restauracja /Bistro;Miejsca noclegowe;Ładowanie pojazdów elektrycznych;Ochrona;Ogrodzenie;Monitoring wideo;Oświetlenie;Miejsca dla pojazdów z ładunkiem niebezpiecznym;Myjnia;Warsztat;Miejsca zrzutu nieczystości płynnych;Prysznic;Możliwość tankowania wodorem;Możliwość tankowania CNG;Możliwość tankowania LNG;Rampy do odśnieżania
319;Warszawa;mazowieckie;Prywatny;Worów;OOUR;Parking prywatny;Parking prywatny;51.87967;20.854703;S;7;413+800;Kraków;35;20;10;tak;tak;tak;tak;nie;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
320;Warszawa;mazowieckie;Prywatny;Grójec;OOUR;Parking prywatny;Parking prywatny;51.868362;20.852026;S;7;415+200;Warszawa;28;0;0;tak;tak;tak;nie;tak;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
321;Warszawa;mazowieckie;Prywatny;Skurów;OOUR;Parking prywatny;Parking prywatny;51.834697;20.877857;S;7;419+525;Warszawa;10;0;0;tak;tak;tak;nie;nie;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
322;Warszawa;mazowieckie;Prywatny;Skurów;OOUR;Parking prywatny;Parking prywatny;51.833481;20.877005;S;7;419+582;Kraków;30;0;0;tak;nie;tak;tak;nie;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
323;Warszawa;mazowieckie;Prywatny;Broniszew;OOUR;Parking prywatny;Parking prywatny;51.746745;20.909379;S;7;429+500;Kraków;27;4;0;tak;tak;tak;tak;nie;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
324;Warszawa;mazowieckie;Prywatny;Broniszew;OOUR;Parking prywatny;Parking prywatny;51.744958;20.911664;S;7;429+700;Warszawa;30;10;10;tak;tak;tak;tak;tak;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
325;Warszawa;mazowieckie;Prywatny;Promna Kolonia;OOUR;Parking prywatny;Parking prywatny;51.698445;20.929765;S;7;435+000;Kraków;20;20;4;tak;tak;tak;tak;tak;nie;tak;nie;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
326;Warszawa;mazowieckie;Prywatny;Promna Kolonia;OOUR;Parking prywatny;Parking prywatny;51.693699;20.932931;S;7;435+550;Warszawa;7;4;2;tak;nie;nie;nie;nie;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
327;Warszawa;mazowieckie;Prywatny;Sucha Wschodnia;OOUR;Parking prywatny;Parking prywatny;51.623141;20.973331;S;7;444+600;Warszawa;50;2;1;tak;tak;tak;tak;nie;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
328;Warszawa;mazowieckie;Prywatny;Sucha;OOUR;Parking prywatny;Parking prywatny;51.62035;20.973969;S;7;444+700;Kraków;40;10;10;tak;tak;tak;tak;tak;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
329;Warszawa;mazowieckie;Prywatny;Kamień;OOUR;Parking prywatny;Parking prywatny;51.600228;20.988211;S;7;447+100;Kraków;50;6;6;tak;nie;tak;tak;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
330;Warszawa;mazowieckie;Prywatny;Kiełbów;OOUR;Parking prywatny;Parking prywatny;51.576618;21.007774;S;7;450+100;Kraków;20;5;5;tak;nie;tak;tak;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
331;Warszawa;mazowieckie;Prywatny;Gózd;OOUR;Parking prywatny;Parking prywatny;51.570465;21.018928;S;7;451+100;Kraków;20;20;4;tak;nie;tak;tak;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
332;Warszawa;mazowieckie;Prywatny;Gózd;OOUR;Parking prywatny;Parking prywatny;51.57064;21.020461;S;7;451+200;Warszawa;15;10;4;tak;tak;tak;nie;nie;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
333;Warszawa;mazowieckie;Prywatny;Żdżary;OOUR;Parking prywatny;Parking prywatny;51.542074;21.059821;S;7;455+500;Kraków;10;10;4;tak;tak;tak;nie;nie;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
334;Warszawa;mazowieckie;GDDKiA;Pepłowo;Pepłowo Wschód;MOP funkcja podstawowa;MOP funkcja komercyjna;53.20132;20.43642;S;7;49+392;Gdańsk;96;26;7;tak;nie;nie;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
335;Warszawa;mazowieckie;GDDKiA;Pepłowo;Pepłowo Zachód;MOP funkcja podstawowa;MOP funkcja komercyjna;53.20093;20.43396;S;7;49+392;Warszawa;103;28;7;tak;nie;nie;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
336;Warszawa;mazowieckie;GDDKiA;Zakrzew;Zakrzew Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.445206;21.035611;S;7;11+500;Warszawa;61;30;5;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
337;Warszawa;mazowieckie;GDDKiA;Zakrzew;Zakrzew Zachód;MOP funkcja podstawowa;MOP funkcja komercyjna;51.442832;21.033176;S;7;468+070;Kraków;51;30;6;tak;nie;nie;nie;nie;tak;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
338;Warszawa;mazowieckie;Prywatny;Barak;OOUR;Parking prywatny;Parking prywatny;51.191905;20.860624;S;7;504+200;Warszawa;50;20;10;tak;tak;tak;tak;nie;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
339;Warszawa;mazowieckie;Prywatny;Gurba;OOUR;Parking prywatny;Parking prywatny;51.951284;20.491955;S;8;411+200;Warszawa;20;15;0;tak;tak;tak;nie;nie;nie;tak;nie;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
340;Warszawa;mazowieckie;Prywatny;Mszczonów;OOUR;Parking prywatny;Parking prywatny;51.975254;20.504074;S;8;414+180;Wrocław;40;10;10;tak;nie;tak;tak;nie;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
341;Warszawa;mazowieckie;Prywatny;Radziejowice;OOUR;Parking prywatny;Parking prywatny;51.993914;20.546131;S;8;417+865;Wrocław;30;10;6;tak;tak;tak;nie;nie;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
342;Warszawa;mazowieckie;GDDKiA;Krze;Krze;MOP funkcja komercyjna;MOP funkcja komercyjna;52.003943;20.589856;S;8;421+300;Warszawa;102;44;5;tak;tak;tak;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
343;Warszawa;mazowieckie;GDDKiA;Żabia Wola;Żabia Wola;MOP funkcja komercyjna;MOP funkcja komercyjna;52.028964;20.674437;S;8;427+600;Warszawa;90;54;5;tak;tak;tak;tak;tak;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
344;Warszawa;mazowieckie;GDDKiA;Przeszkoda;Przeszkoda;MOP funkcja komercyjna;MOP funkcja komercyjna;52.039397;20.697191;S;8;429+750;Wrocław;99;51;5;tak;tak;tak;nie;tak;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
345;Warszawa;mazowieckie;GDDKiA;Urzut;Urzut;MOP funkcja komercyjna;MOP funkcja komercyjna;52.06610955;20.747464;S;8;434+400;Wrocław;121;41;7;tak;tak;tak;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
346;Warszawa;mazowieckie;Prywatny;Emilianów;OOUR;Parking prywatny;Parking prywatny;52.441685;21.247722;S;8;487+390;Białystok;20;20;0;tak;tak;tak;tak;nie;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
347;Warszawa;mazowieckie;Prywatny;Małopole;OOUR;Parking prywatny;Parking prywatny;52.458226;21.293403;S;8;491+000;Białystok;101;50;0;tak;tak;tak;nie;nie;nie;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
348;Warszawa;mazowieckie;Prywatny;Trojany;OOUR;Parking prywatny;Parking prywatny;52.469903;21.321521;S;8;493+500;Warszawa;20;20;0;tak;tak;tak;nie;nie;nie;tak;tak;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie
349;Warszawa;mazowieckie;Prywatny;Gaj;OOUR;Parking prywatny;Parking prywatny;52.521394;21.408977;S;8;501+750;Warszawa;20;3;0;tak;tak;tak;tak;nie;tak;tak;tak;tak;nie;tak;nie;nie;tak;nie;nie;nie;nie
350;Warszawa;mazowieckie;GDDKiA;Prosienica;Prosienica;MOP funkcja komercyjna;MOP funkcja komercyjna;52.865441;22.012974;S;8;560+700;Białystok;15;30;0;tak;tak;nie;nie;nie;tak;tak;tak;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
351;Warszawa;mazowieckie;GDDKiA;Gadka;Kołbiel;MOP funkcja podstawowa;MOP funkcja komercyjna;52.04;21.494167;S;17;24+200;Warszawa;31;23;3;tak;nie;nie;nie;nie;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
352;Warszawa;mazowieckie;GDDKiA;Lipówki;Pilawa;MOP funkcja komercyjna;MOP funkcja komercyjna;51.958275;21.569398;S;17;34+700;Lublin;56;38;4;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
353;Warszawa;mazowieckie;GDDKiA;Wola Korycka;Wola Korycka;MOP funkcja komercyjna;MOP funkcja komercyjna;51.75478;21.763753;S;17;64+000;Lublin;114;18;4;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
354;Warszawa;mazowieckie;GDDKiA;Dłużniewo;Dłużniewo;MOP funkcja podstawowa;MOP funkcja komercyjna;52.69895;20.34182;S;7;111+277;Warszawa;69;30;7;tak;nie;nie;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
355;Warszawa;mazowieckie;GDDKiA;Ćwiklinek;Ćwiklinek;MOP funkcja podstawowa;MOP funkcja komercyjna;52.67997;20.36805;S;7;114+052;Gdańsk;84;30;7;tak;nie;nie;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
356;Warszawa;mazowieckie;GDDKiA;Budykierz;Budykierz;MOP funkcja komercyjna;MOP funkcja komercyjna;52.676321;21.61685;S;8;525+650;Białystok;77;30;4;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
357;Warszawa;mazowieckie;GDDKiA;Przyjmy;Przyjmy;MOP funkcja komercyjna;MOP funkcja komercyjna;52.713576;21.692676;S;8;523+300;Warszawa;84;30;4;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
358;Warszawa;mazowieckie;GDDKiA;Mroków;Mroków;MOP funkcja komercyjna;MOP funkcja komercyjna;51.739855;21.782851;S;17;66+000;Warszawa;38;18;4;tak;tak;tak;tak;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
359;Warszawa;mazowieckie;GDDKiA;Mieszkowo;Mieszkowo Wschód;MOP funkcja podstawowa;MOP funkcja komercyjna;52.03835046279677;20.90979995446208;S;7;13+150;Warszawa;128;56;6;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
360;Warszawa;mazowieckie;GDDKiA;Mieszkowo;Mieszkowo Zachód;MOP funkcja podstawowa;MOP funkcja komercyjna;52.03894442919751;20.907139203358692;S;7;13+150;Kraków;128;56;6;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
361;Wrocław;dolnośląskie;GDDKiA;Zgorzelec;Żarska Wieś Północ;MOP funkcja komercyjna;MOP funkcja komercyjna;51.189079;15.107826;A;4;7+950;Zgorzelec;80;58;3;tak;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;tak;tak;tak;nie;nie;nie;nie
362;Wrocław;dolnośląskie;GDDKiA;Zgorzelec;Żarska Wieś Południe;MOP funkcja komercyjna;MOP funkcja komercyjna;51.189525;15.112368;A;4;8+100;Wrocław;80;73;5;tak;tak;tak;tak;nie;nie;tak;tak;tak;tak;nie;tak;tak;tak;nie;nie;nie;nie
363;Wrocław;dolnośląskie;GDDKiA;Bolesławiec;Kraśnik Dolny;MOP funkcja komercyjna;MOP funkcja komercyjna;51.317383;15.59605;A;4;46+300;Wrocław;55;52;3;tak;tak;tak;tak;tak;nie;tak;tak;tak;tak;nie;tak;tak;tak;nie;nie;nie;nie
364;Wrocław;dolnośląskie;GDDKiA;Oława;Oleśnica Mała;MOP funkcja komercyjna;MOP funkcja komercyjna;50.845752;17.253442;A;4;183+987;Katowice;82;47;3;tak;tak;tak;tak;nie;tak;tak;tak;tak;tak;nie;tak;tak;tak;nie;nie;nie;nie
365;Wrocław;dolnośląskie;GDDKiA;Wiązów;Witowice;MOP funkcja komercyjna;MOP funkcja komercyjna;50.843726;17.254506;A;4;183+887;Wrocław;86;45;3;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;tak;tak;tak;nie;nie;nie;nie
366;Wrocław;dolnośląskie;GDDKiA;Czerna;Czerna Południe;MOP funkcja podstawowa;MOP funkcja podstawowa;51.247694;15.346069;A;4;26+250;Wrocław;27;14;3;tak;nie;nie;nie;nie;tak;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
367;Wrocław;dolnośląskie;GDDKiA;Czerna;Czerna Północ;MOP funkcja podstawowa;MOP funkcja podstawowa;51.247859;15.344568;A;4;26+200;Jędrzychowice;27;14;3;tak;nie;nie;nie;nie;tak;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
368;Wrocław;dolnośląskie;GDDKiA;Żórawina;Krajków Południe;MOP funkcja podstawowa;MOP funkcja podstawowa;50.956542;17.076669;A;4;166+300;Katowice;36;25;0;tak;nie;nie;nie;tak;tak;tak;nie;tak;nie;nie;nie;tak;nie;nie;nie;nie;nie
369;Wrocław;dolnośląskie;GDDKiA;Żórawina;Krajków Północ;MOP funkcja podstawowa;MOP funkcja podstawowa;50.956366;17.078048;A;4;166+600;Wrocław;34;25;0;tak;nie;nie;nie;nie;tak;tak;nie;tak;nie;nie;nie;tak;nie;nie;nie;nie;nie
370;Wrocław;dolnośląskie;GDDKiA;Michałowice Długołęka;Michałowice Południe;MOP funkcja komercyjna;MOP funkcja komercyjna;51.225374;17.201421;S;8;39+450 ;Kępno;143;47;3;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
371;Wrocław;dolnośląskie;GDDKiA;Michałowice Długołęka;Michałowice Północ;MOP funkcja komercyjna;MOP funkcja komercyjna;51.226879;17.206294;S;8;40+150 ;Wrocław;132;33;0;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
372;Wrocław;dolnośląskie;GDDKiA;Jonas Oleśnica;Jonas Południe;MOP funkcja podstawowa;MOP funkcja podstawowa;51.23949;17.499421;S;8;61+350 ;Kępno;36;24;4;tak;nie;nie;nie;tak;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
373;Wrocław;dolnośląskie;GDDKiA;Jonas Oleśnica;Jonas Północ;MOP funkcja podstawowa;MOP funkcja podstawowa;51.240855;17.499344;S;8;61+350 ;Wrocław;36;24;4;tak;nie;nie;nie;tak;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
374;Wrocław;dolnośląskie;GDDKiA;Syców;Syców Południe;MOP funkcja podstawowa;MOP funkcja podstawowa;51.294348;17.733567;S;8;81+060 ;Kępno;36;24;4;tak;nie;nie;nie;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
375;Wrocław;dolnośląskie;GDDKiA;Syców;Syców Północ;MOP funkcja podstawowa;MOP funkcja podstawowa;51.297167;17.741484;S;8;81+700 ;Wrocław;36;24;4;tak;nie;nie;nie;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
376;Wrocław;dolnośląskie;GDDKiA;Borzęcin;Morzęcino Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.435509;16.900365;S;5;121+250;Poznań;159;51;8;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
377;Wrocław;dolnośląskie;GDDKiA;Borzęcin;Morzęcino Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.437074;16.898498;S;5;121+100;Wrocław;89;37;7;tak;tak;nie;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
378;Wrocław;dolnośląskie;GDDKiA;Wisznia Mała;Wisznia Mała Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.260579;17.045169;S;5;145+450;Poznań;96;40;10;tak;tak;tak;nie;tak;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
379;Wrocław;dolnośląskie;GDDKiA;Wisznia Mała;Wisznia Mała Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.260999;17.043523;S;5;145+450;Wrocław;95;44;7;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
380;Wrocław;dolnośląskie;GDDKiA;Jawor;Jawor Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.072637;16.214553;S;3;316+650;Legnica;80;32;4;tak;tak;tak;tak;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
381;Wrocław;dolnośląskie;GDDKiA;Mściwojów;Jawor Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.072914;16.212628;S;3;316+750;Lubawka;80;32;4;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
382;Wrocław;dolnośląskie;GDDKiA;Szklary Górne;Lubin Północ;MOP funkcja komercyjna;MOP funkcja komercyjna;51.460005;16.12071;S;3;264+958;Zielona Góra;89;18;2;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
383;Wrocław;dolnośląskie;GDDKiA;Moskorzyn;Polkowice;MOP funkcja komercyjna;MOP funkcja komercyjna;51.523847;16.076955;S;3;256+508;Lubawka;68;18;2;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
384;Wrocław;dolnośląskie;GDDKiA;Kochlice;Kochlice Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.284033;16.151218;S;3;286+358;Zielona Góra;117;35;6;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
385;Wrocław;dolnośląskie;GDDKiA;Kochlice;Kochlice Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.284075;16.149927;S;3;286+358;Lubawka;127;35;6;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
386;Wrocław;dolnośląskie;GDDKiA;Jaczków; Jaczków Wschód;MOP funkcja podstawowa;MOP funkcja komercyjna;50.819396;16.090211;S;3;50+390;Legnica;41;39;12;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;nie;tak;nie;nie;nie;nie
387;Wrocław;dolnośląskie;GDDKiA;Jaczków; Jaczków Zachód;MOP funkcja podstawowa;MOP funkcja komercyjna;50.819640;16.087074;S;3;50+350;Lubawka;41;39;12;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;nie;tak;nie;nie;nie;nie
388;Wrocław;dolnośląskie;GDDKiA;Krzywa;OOUR;Parking;parking;51.267108;15.811404;A;4;63+660;Zgorzelec;16;9;0;tak;nie;tak;nie;nie;nie;tak;nie;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
389;Wrocław;dolnośląskie;GDDKiA;Strupice;OOUR;Parking;parking ;51.221239;15.974848;A;4;76+300;Wrocław;17;2;0;tak;nie;nie;nie;nie;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie;nie;nie
390;Wrocław;dolnośląskie;GDDKiA;Pawlikowice;OOUR;Parking;parking ;51.219088;15.980626;A;4;76+700;Zgorzelec;4;1;0;tak;nie;nie;nie;nie;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie;nie;nie
391;Wrocław;dolnośląskie;GDDKiA;Gniewomierz;OOUR;Parking;parking ;51.153361;16.230906;A;4;96+520;Zgorzelec;20;6;0;tak;nie;nie;nie;nie;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
392;Wrocław;dolnośląskie;GDDKiA;Jarosław;OOUR;Parking;parking ;51.060375;16.518185;A;4;120+015;Wrocław;40;0;0;tak;nie;tak;nie;nie;nie;tak;tak;tak;nie;nie;nie;nie;tak;nie;nie;nie;nie
393;Wrocław;dolnośląskie;GDDKiA;Piotrowce;OOUR;Parking;parking ;51.030607;16.648185;A;4;129+890;Zgorzelec;0;0;0;tak;nie;nie;nie;nie;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie;nie;nie
394;Zielona Góra;lubuskie;Koncesjonariusz - AWSA;Słubice;Gnilec;MOP funkcja komercyjna;MOP funkcja komercyjna;52.325738;14.650901;A;2;5+300;Berlin;65;101;3;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
395;Zielona Góra;lubuskie;Koncesjonariusz - AWSA;Słubice;Sosna;MOP funkcja komercyjna;MOP funkcja komercyjna;52.323889;14.654801;A;2;5+300;Poznań;65;111;3;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
396;Zielona Góra;lubuskie;Koncesjonariusz - AWSA;Sulęcin;Koryta;MOP funkcja podstawowa;MOP funkcja podstawowa;52.324776;15.162941;A;2;40+700;Poznań;28;40;3;tak;nie;nie;nie;tak;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
397;Zielona Góra;lubuskie;Koncesjonariusz - AWSA;Sulęcin;Walewice;MOP funkcja podstawowa;MOP funkcja podstawowa;52.326495;15.162475;A;2;40+700;Berlin;28;40;3;tak;nie;nie;nie;tak;nie;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
398;Zielona Góra;lubuskie;Koncesjonariusz - AWSA;Międzyrzecz;Chociszewo;MOP funkcja komercyjna;MOP funkcja komercyjna;52.313732;15.781716;A;2;85+300;Berlin;93;54;3;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
399;Zielona Góra;lubuskie;Koncesjonariusz - AWSA;Świebodzin;Rogozieniec;MOP funkcja komercyjna;MOP funkcja komercyjna;52.312299;15.782832;A;2;85+300;Poznań;93;50;3;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
400;Zielona Góra;lubuskie;GDDKiA;Marwice;Marwice Zachód;MOP funkcja podstawowa;MOP funkcja podstawowa;52.786914;15.11818;S;3;76+300;Gorzów Wlkp.;51;23;3;tak;nie;nie;nie;tak;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
401;Zielona Góra;lubuskie;GDDKiA;Marwice;Marwice Wschód;MOP funkcja podstawowa;MOP funkcja podstawowa;52.786972;15.119714;S;3;76+300;Szczecin;53;23;3;tak;nie;nie;nie;tak;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
402;Zielona Góra;lubuskie;GDDKiA;Skwierzyna;Popowo Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;52.542343;15.54007;S;3;120+800;Międzyrzecz;108;30;3;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
403;Zielona Góra;lubuskie;GDDKiA;Skwierzyna;Popowo Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;52.5419;15.542167;S;3;120+800;Skwierzyna;119;30;3;tak;tak;tak;nie;nie;tak;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
404;Zielona Góra;lubuskie;GDDKiA;Świebodzin;Kępsko Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;52.136062;15.575289;S;3;167+600;Zielona Góra;108;36;3;tak;tak;tak;nie;nie;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
405;Zielona Góra;lubuskie;GDDKiA;Świebodzin;Kępsko Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;52.135048;15.577357;S;3;167+700;Świebodzin;108;36;3;tak;tak;tak;nie;nie;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
406;Zielona Góra;lubuskie;GDDKiA;Tuplice;Jagłowice;MOP funkcja komercyjna;MOP funkcja komercyjna;51.648982;14.827595;A;18;6+100;Berlin;60;35;4;tak;tak;tak;nie;nie;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
407;Zielona Góra;lubuskie;GDDKiA;Tuplice;Trzebiel;MOP funkcja komercyjna;MOP funkcja komercyjna;51.648513;14.826666;A;18;6+100;Wrocław;40;10;0;tak;tak;tak;tak;nie;tak;tak;nie;tak;nie;nie;nie;nie;nie;nie;nie;nie;nie
408;Zielona Góra;lubuskie;GDDKiA;Nowe Żabno;Lisiny Wschód;MOP funkcja podstawowa;MOP funkcja podstawowa;51.74754;15.70465;S;3;218+626;Zielona Góra;53;27;3;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
409;Zielona Góra;lubuskie;GDDKiA;Drwalewice;Lisiny Zachód;MOP funkcja podstawowa;MOP funkcja podstawowa;51.74752;15.70235;S;3;218+626;Wrocław;53;27;3;tak;nie;nie;nie;nie;nie;tak;nie;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
410;Zielona Góra;lubuskie;GDDKiA;Zielona Góra;Racula Wschód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.9055;15.58967;S;3;197+800;Zielona Góra;82;34;3;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
411;Zielona Góra;lubuskie;GDDKiA;Zielona Góra;Racula Zachód;MOP funkcja komercyjna;MOP funkcja komercyjna;51.904617;15.5874;S;3;197+800;Zielona Góra;89;34;3;tak;tak;tak;nie;tak;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;tak
412;Zielona Góra;lubuskie;GDDKiA;Stożne;Stożne Zachód;MOP funkcja podstawowa;MOP funkcja podstawowa;52.00947951;15.60939351;S;3;183,473;Zielona Góra;65;30;3;tak;nie;nie;nie;nie;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
413;Zielona Góra;lubuskie;GDDKiA;Stożne;Stożne Wschód;MOP funkcja podstawowa;MOP funkcja podstawowa;52.00815379;15.61031162;S;3;183,473;Gorzów Wlkp.;65;30;3;tak;nie;nie;nie;nie;nie;tak;tak;tak;tak;nie;nie;tak;tak;nie;nie;nie;nie
